EmployeeID,EmployeeName,Department,Gender,Ethnicity,Region,MonthlySalary,HireDate,ExitDate,AttritionFlag,PerformanceRating,HighPerformerAttrition,ReasonForLeaving,TenureYears,TenureBucket
488,Meghan Anderson,Marketing,Male,Black,North America,72569,2018-02-20,,0,Standard,0,,3.86,3-5 Years
489,Tyler Johnson,Marketing,Female,Black,North America,102519,2019-06-29,,0,Standard,0,,2.51,1-3 Years
490,Michelle Baker,Marketing,Male,Asian,Europe,95272,2020-10-21,,0,High,0,,1.19,1-3 Years
491,Mario Taylor,Marketing,Female,Black,Europe,58272,2018-04-12,,0,Standard,0,,3.72,3-5 Years
492,Ashley Curtis,Marketing,Female,Black,Asia,86504,2018-01-20,,0,Standard,0,,3.95,3-5 Years
493,Julie Newman,Marketing,Male,Black,Asia,98836,2019-08-11,,0,Standard,0,,2.39,1-3 Years
494,Cynthia Huffman,Marketing,Female,Asian,South America,115549,2016-03-15,,0,Standard,0,,5.8,5+ Years
495,Robin Vaughn,Marketing,Female,Asian,North America,51852,2018-01-12,,0,Standard,0,,3.97,3-5 Years
496,Thomas Erickson,Marketing,Female,Other,Europe,94312,2021-06-27,,0,Standard,0,,0.51,0-1 Years
497,Selena Williams,Marketing,Male,Other,North America,65977,2016-02-15,,0,Standard,0,,5.88,5+ Years
498,Casey Robinson,Marketing,Male,Asian,North America,93512,2017-08-02,,0,Standard,0,,4.42,3-5 Years
499,Brianna Williams,Marketing,Male,Asian,Asia,56933,2018-09-03,,0,Standard,0,,3.33,3-5 Years
500,Eric Hall,Marketing,Male,Asian,South America,60424,2016-07-19,,0,Standard,0,,5.45,5+ Years
501,Brianna Klein,Marketing,Female,Asian,Europe,58899,2017-11-11,,0,High,0,,4.14,3-5 Years
502,Adrian Buck,Marketing,Female,Other,Europe,117947,2016-08-25,,0,Standard,0,,5.35,5+ Years
503,Keith Anderson,Marketing,Male,Asian,South America,90350,2019-12-17,,0,High,0,,2.04,1-3 Years
504,Debra Haynes,Marketing,Male,Other,South America,62118,2017-12-25,,0,Standard,0,,4.02,3-5 Years
505,Jay Berry,Marketing,Male,Asian,Asia,101331,2020-01-11,,0,Standard,0,,1.97,1-3 Years
506,Andrew Nunez,Marketing,Male,Other,South America,55378,2019-08-03,,0,High,0,,2.41,1-3 Years
507,Rebecca Tucker,Marketing,Male,Asian,Europe,80433,2017-01-31,,0,Standard,0,,4.92,3-5 Years
508,Justin Jones,Marketing,Male,Asian,North America,74252,2016-04-17,,0,Standard,0,,5.71,5+ Years
509,David Cook,Marketing,Female,Black,South America,106110,2018-02-03,,0,High,0,,3.91,3-5 Years
510,Renee Hayes,Marketing,Male,Black,North America,65382,2020-05-09,,0,High,0,,1.65,1-3 Years
511,Kimberly Hudson,Marketing,Male,Black,South America,73614,2020-08-28,,0,Standard,0,,1.34,1-3 Years
512,Jennifer Davis,Marketing,Male,Black,South America,69699,2020-07-06,,0,Standard,0,,1.49,1-3 Years
513,Donna Martinez,Marketing,Male,Asian,Asia,92233,2020-01-27,,0,Standard,0,,1.93,1-3 Years
514,Denise Weaver,Marketing,Female,Other,South America,107151,2017-04-15,2021-08-15,1,Standard,0,Management Issues,4.34,3-5 Years
515,Kristen Chavez,Marketing,Male,Other,South America,61612,2021-01-02,,0,Standard,0,,0.99,0-1 Years
516,Christopher Silva,Marketing,Male,Other,North America,58572,2019-04-02,,0,High,0,,2.75,1-3 Years
517,Brian Sanchez,Marketing,Male,Asian,South America,96905,2019-09-25,,0,High,0,,2.27,1-3 Years
518,Barbara Lawrence,Marketing,Male,Asian,South America,74107,2020-04-16,,0,High,0,,1.71,1-3 Years
519,Tanya Robinson,Marketing,Male,Asian,Asia,43103,2019-06-16,2021-11-05,1,Standard,0,Better Opportunity,2.39,1-3 Years
520,Larry Miller,Marketing,Male,Asian,South America,63044,2020-08-16,,0,Standard,0,,1.38,1-3 Years
521,Carrie Brooks,Marketing,Female,Other,North America,74820,2020-02-15,,0,Standard,0,,1.88,1-3 Years
522,Stuart Ryan,Marketing,Female,Asian,Asia,62134,2020-07-04,,0,High,0,,1.49,1-3 Years
523,Charles Burch DVM,Marketing,Female,Black,Asia,73054,2018-12-08,,0,High,0,,3.07,3-5 Years
524,Ryan White,Marketing,Male,Other,South America,119652,2016-08-29,,0,Standard,0,,5.34,5+ Years
525,Blake Todd,Marketing,Male,Asian,Asia,78272,2017-07-13,,0,Standard,0,,4.47,3-5 Years
526,Timothy Frazier,Marketing,Female,Asian,Europe,40014,2017-07-26,,0,Standard,0,,4.44,3-5 Years
527,Theresa Pierce,Marketing,Male,Asian,Europe,111308,2017-02-02,,0,Standard,0,,4.91,3-5 Years
528,Daniel Mann,Marketing,Female,Black,Asia,80352,2017-08-15,,0,Standard,0,,4.38,3-5 Years
529,Erika Strickland,Marketing,Female,Other,North America,96156,2020-06-29,,0,High,0,,1.51,1-3 Years
530,Lisa Allen,Marketing,Female,Asian,Asia,75715,2017-01-28,2021-07-08,1,High,1,Management Issues,4.44,3-5 Years
531,Haley Gutierrez,Marketing,Female,Asian,Europe,114307,2019-01-22,2021-08-07,1,High,1,Better Opportunity,2.54,1-3 Years
532,Peggy Hoover,Marketing,Male,Asian,Europe,52883,2016-01-23,,0,Standard,0,,5.94,5+ Years
533,Michelle Stone,Marketing,Female,Black,North America,117915,2017-10-20,,0,Standard,0,,4.2,3-5 Years
534,Stephanie Lewis,Marketing,Male,Black,South America,109233,2017-09-09,,0,Standard,0,,4.31,3-5 Years
535,Kayla Parsons,Marketing,Male,Black,South America,102739,2019-01-09,,0,Standard,0,,2.98,1-3 Years
536,Matthew Tucker,Marketing,Female,Other,South America,105565,2018-08-04,2021-11-23,1,Standard,0,Better Opportunity,3.31,3-5 Years
537,Marissa Silva,Marketing,Male,Black,Europe,62685,2018-09-14,,0,Standard,0,,3.3,3-5 Years
538,Morgan Holmes,Marketing,Male,Black,North America,92393,2018-07-12,,0,Standard,0,,3.47,3-5 Years
539,Danielle Jackson MD,Marketing,Male,Asian,Asia,91254,2020-11-03,2021-09-22,1,High,1,Better Opportunity,0.88,0-1 Years
540,Natalie Lawson,Marketing,Female,Asian,Asia,93919,2020-07-02,,0,Standard,0,,1.5,1-3 Years
541,Christopher Short,Marketing,Male,Black,Europe,95220,2016-09-12,,0,Standard,0,,5.3,5+ Years
542,Billy Norton,Marketing,Female,Other,South America,88915,2016-08-14,,0,Standard,0,,5.38,5+ Years
543,Jonathan Griffin,Marketing,Female,Other,South America,97190,2017-09-25,,0,Standard,0,,4.27,3-5 Years
544,Erika Martin,Marketing,Male,Asian,North America,111741,2017-04-14,,0,Standard,0,,4.72,3-5 Years
545,Christopher Singh,Marketing,Male,Black,Europe,61475,2018-10-07,2021-06-24,1,Standard,0,Better Opportunity,2.72,1-3 Years
546,Vicki Jones,Marketing,Female,Other,North America,70489,2021-02-07,,0,Standard,0,,0.9,0-1 Years
547,Bianca Dawson,Marketing,Female,Asian,South America,81025,2020-12-08,,0,Standard,0,,1.06,1-3 Years
548,Kimberly Andrews,Marketing,Female,Black,Asia,77331,2016-05-09,,0,Standard,0,,5.65,5+ Years
549,Alexa Best,Marketing,Male,Black,North America,65013,2019-03-14,,0,Standard,0,,2.8,1-3 Years
550,Sabrina Oliver,Marketing,Male,Other,Asia,113179,2017-06-12,,0,Standard,0,,4.56,3-5 Years
551,Michael Hicks,Marketing,Female,Other,North America,118001,2018-02-02,,0,Standard,0,,3.91,3-5 Years
552,Kelsey Webb,Marketing,Female,Other,North America,80674,2016-05-23,,0,Standard,0,,5.61,5+ Years
553,Jared Martinez,Marketing,Male,Black,Europe,77503,2020-09-17,,0,Standard,0,,1.29,1-3 Years
554,Timothy Powell,Marketing,Female,Black,South America,74584,2019-09-14,2021-07-27,1,Standard,0,Better Opportunity,1.87,1-3 Years
555,Nicole Hawkins,Marketing,Male,Other,South America,113982,2019-07-31,,0,Standard,0,,2.42,1-3 Years
556,Nicole Mendoza,Marketing,Male,Asian,Asia,51237,2021-07-20,,0,Standard,0,,0.45,0-1 Years
557,Anita Lawrence,Marketing,Male,Other,Asia,80921,2017-08-11,,0,High,0,,4.39,3-5 Years
558,Christopher Willis,Marketing,Male,Asian,North America,102013,2016-06-01,,0,Standard,0,,5.59,5+ Years
559,Evelyn Russell,Marketing,Male,Other,South America,91377,2018-07-10,,0,Standard,0,,3.48,3-5 Years
560,Nicole Sellers,Marketing,Male,Black,South America,61002,2017-03-08,,0,Standard,0,,4.82,3-5 Years
561,Joshua Romero,Marketing,Female,Black,North America,63598,2021-03-14,,0,Standard,0,,0.8,0-1 Years
562,Lindsey Wilson,Marketing,Male,Other,South America,50078,2018-10-07,,0,Standard,0,,3.24,3-5 Years
563,Michael Jenkins,Marketing,Male,Black,South America,61536,2018-01-17,2021-12-11,1,Standard,0,Work-Life Balance,3.9,3-5 Years
564,Joshua James,Marketing,Male,Other,South America,65912,2020-12-25,,0,Standard,0,,1.02,1-3 Years
565,Aaron Sanchez,Marketing,Male,Asian,Asia,75940,2019-11-11,,0,High,0,,2.14,1-3 Years
566,Andrew Stokes,Marketing,Female,Other,South America,93127,2020-08-14,2021-11-10,1,High,1,Work-Life Balance,1.24,1-3 Years
567,Sarah Williams,Marketing,Male,Other,North America,81324,2017-03-24,,0,High,0,,4.78,3-5 Years
568,Christine Adams,Marketing,Male,Other,Europe,87019,2020-09-10,,0,Standard,0,,1.31,1-3 Years
569,Mrs. Jamie Grimes,Marketing,Female,Other,North America,62349,2019-09-03,,0,Standard,0,,2.33,1-3 Years
570,Jean Mcdowell,Marketing,Male,Other,Europe,95926,2019-01-23,,0,Standard,0,,2.94,1-3 Years
571,John Wright,Marketing,Male,Other,Europe,117417,2017-10-27,,0,Standard,0,,4.18,3-5 Years
572,Katherine Cardenas,Marketing,Male,Other,Europe,79085,2020-04-03,,0,Standard,0,,1.75,1-3 Years
573,Justin Hernandez,Marketing,Female,Black,Europe,88702,2020-03-12,,0,Standard,0,,1.81,1-3 Years
574,Erin Roth,Marketing,Female,Black,North America,90328,2017-11-30,,0,Standard,0,,4.09,3-5 Years
575,Jose Nelson,Marketing,Female,Black,Asia,109577,2016-07-16,,0,Standard,0,,5.46,5+ Years
576,Shawn Thomas,Marketing,Female,Asian,Europe,95799,2016-03-29,,0,Standard,0,,5.76,5+ Years
577,Linda Martinez,Marketing,Female,Other,North America,119562,2020-01-02,,0,Standard,0,,2.0,1-3 Years
578,Sandy Martin,Marketing,Female,Asian,North America,56865,2019-01-22,,0,Standard,0,,2.94,1-3 Years
579,Amber Santos,Marketing,Female,Black,North America,61462,2019-06-24,2021-06-12,1,High,1,Better Opportunity,1.97,1-3 Years
580,James Mccarthy,Marketing,Female,Other,Europe,98970,2019-12-19,,0,Standard,0,,2.04,1-3 Years
581,Jonathan Barber,Marketing,Female,Other,South America,66092,2018-11-04,,0,Standard,0,,3.16,3-5 Years
582,Eric Kaiser,Marketing,Male,Other,North America,65799,2018-11-27,,0,Standard,0,,3.1,3-5 Years
583,Michelle Harvey,Marketing,Male,Asian,Asia,101223,2017-06-10,,0,Standard,0,,4.56,3-5 Years
584,Rhonda Howell,Marketing,Female,Other,Europe,79260,2017-11-06,,0,Standard,0,,4.15,3-5 Years
585,Troy Morrison,Marketing,Female,Other,North America,53512,2020-04-26,,0,Standard,0,,1.68,1-3 Years
586,Robert Hanson,Marketing,Male,Other,North America,53397,2016-07-05,,0,Standard,0,,5.49,5+ Years
587,Chad Scott,Marketing,Male,Black,North America,63955,2019-03-15,,0,Standard,0,,2.8,1-3 Years
588,George Williamson,Marketing,Female,Other,North America,101727,2016-09-20,,0,Standard,0,,5.28,5+ Years
589,Jason Hall,Marketing,Female,Black,South America,119986,2020-07-13,,0,Standard,0,,1.47,1-3 Years
590,Lauren Yu,Marketing,Male,Black,Europe,47456,2017-03-10,,0,Standard,0,,4.81,3-5 Years
591,Glenda Mitchell,Marketing,Male,Asian,North America,75628,2019-08-24,,0,High,0,,2.36,1-3 Years
592,Justin Durham,Marketing,Male,Other,Asia,103054,2021-05-16,,0,Standard,0,,0.63,0-1 Years
593,Jason Williamson,Marketing,Male,Other,South America,117160,2017-09-29,,0,High,0,,4.26,3-5 Years
594,Michael Lowery MD,Marketing,Female,Asian,Asia,85686,2021-03-08,2021-10-13,1,Standard,0,Better Opportunity,0.6,0-1 Years
595,Michael Sanchez,Marketing,Male,Other,Europe,61657,2018-11-13,,0,Standard,0,,3.13,3-5 Years
596,Charles Adams,Marketing,Male,Asian,South America,42576,2018-02-08,,0,Standard,0,,3.9,3-5 Years
597,Michael Thornton,Marketing,Female,Other,North America,46555,2016-10-28,2021-11-08,1,High,1,Better Opportunity,5.03,5+ Years
598,Michael Johnson,Marketing,Female,Asian,Europe,116532,2018-02-24,,0,Standard,0,,3.85,3-5 Years
599,Christina Grimes,Marketing,Male,Other,North America,118776,2018-01-16,,0,Standard,0,,3.96,3-5 Years
600,Karen Wallace,Marketing,Male,Asian,North America,71224,2017-12-27,,0,Standard,0,,4.01,3-5 Years
601,Suzanne Ruiz,Marketing,Male,Black,North America,119663,2020-11-26,,0,Standard,0,,1.1,1-3 Years
602,Thomas Davis,Marketing,Female,Asian,Europe,87979,2018-11-01,,0,Standard,0,,3.17,3-5 Years
603,Michael Perez,Marketing,Female,Other,Asia,54335,2021-02-27,,0,Standard,0,,0.84,0-1 Years
604,Marcus Greene,Marketing,Male,Black,Asia,114247,2018-11-27,,0,High,0,,3.1,3-5 Years
605,Ruben Allen,Marketing,Female,Asian,North America,44256,2017-02-20,2021-08-15,1,Standard,0,Better Opportunity,4.48,3-5 Years
606,Haley Le,Marketing,Male,Asian,South America,69043,2019-02-03,,0,Standard,0,,2.91,1-3 Years
607,Jennifer Martinez MD,Marketing,Male,Black,North America,60596,2016-12-05,,0,High,0,,5.07,5+ Years
608,Walter Thompson,Marketing,Male,Asian,North America,108641,2021-06-29,,0,Standard,0,,0.51,0-1 Years
609,Christopher Carr,Marketing,Male,Asian,South America,90932,2021-07-27,2021-06-27,1,High,1,Management Issues,-0.08,0-1 Years
610,Christopher Little,Marketing,Female,Asian,South America,46948,2017-08-08,,0,High,0,,4.4,3-5 Years
611,Robin Wright,Marketing,Male,Black,Asia,70737,2019-04-02,2021-06-20,1,High,1,Work-Life Balance,2.22,1-3 Years
612,Karen Castro,Marketing,Female,Black,South America,94010,2020-06-23,,0,Standard,0,,1.52,1-3 Years
613,Sarah Delgado,Marketing,Male,Black,Asia,75158,2017-11-13,2021-06-24,1,Standard,0,Work-Life Balance,3.61,3-5 Years
614,Marc Hunt,Marketing,Male,Asian,South America,83475,2018-11-17,,0,High,0,,3.12,3-5 Years
615,Kyle Obrien,Marketing,Male,Asian,North America,41541,2016-11-13,,0,Standard,0,,5.13,5+ Years
616,Janice Rice,Marketing,Female,Black,Europe,101881,2017-12-16,2021-12-15,1,High,1,Better Opportunity,4.0,3-5 Years
617,Ms. Jacqueline Miller,Marketing,Female,Asian,South America,73338,2020-12-01,,0,High,0,,1.08,1-3 Years
618,Amy Donovan,Marketing,Female,Other,South America,76858,2016-12-12,,0,Standard,0,,5.05,5+ Years
619,Ian Harris,Marketing,Male,Asian,Europe,53123,2020-08-10,,0,Standard,0,,1.39,1-3 Years
620,Marc Hall,Marketing,Male,Black,Asia,90557,2020-04-30,,0,Standard,0,,1.67,1-3 Years
621,Benjamin Rodriguez,Marketing,Male,Black,Asia,104451,2019-12-10,,0,Standard,0,,2.06,1-3 Years
622,Wendy Garcia,Marketing,Male,Asian,North America,41173,2017-08-14,,0,High,0,,4.38,3-5 Years
623,Patrick Lynch,Marketing,Female,Black,Europe,86273,2019-04-12,2021-07-26,1,Standard,0,Salary,2.29,1-3 Years
624,Timothy Buchanan,Marketing,Female,Other,South America,111810,2016-04-08,,0,Standard,0,,5.73,5+ Years
625,Sheri Flores,Marketing,Male,Asian,North America,115064,2019-05-07,2021-12-29,1,Standard,0,Work-Life Balance,2.65,1-3 Years
626,Tiffany Bailey,Marketing,Female,Other,South America,73682,2017-07-18,,0,Standard,0,,4.46,3-5 Years
627,Kenneth Thomas,Marketing,Female,Asian,North America,86182,2017-10-15,,0,Standard,0,,4.21,3-5 Years
628,Mary Porter,Marketing,Male,Asian,Asia,108825,2020-12-31,,0,Standard,0,,1.0,0-1 Years
629,Linda Palmer,Marketing,Male,Black,North America,61548,2020-01-05,,0,Standard,0,,1.99,1-3 Years
630,Denise Andrade,Marketing,Male,Asian,Europe,66089,2020-04-29,,0,Standard,0,,1.67,1-3 Years
631,Melissa Cook,Marketing,Female,Black,North America,96709,2018-08-14,,0,Standard,0,,3.38,3-5 Years
632,James Porter,Marketing,Female,Other,North America,116682,2019-04-25,,0,High,0,,2.69,1-3 Years
633,Patrick Cohen,Marketing,Male,Asian,Asia,98593,2017-07-24,2021-12-19,1,Standard,0,Management Issues,4.41,3-5 Years
634,April Glass,Marketing,Male,Asian,Europe,90225,2019-11-21,,0,Standard,0,,2.11,1-3 Years
635,Danny Merritt,Marketing,Male,Other,South America,50251,2017-01-19,2021-09-24,1,Standard,0,Better Opportunity,4.68,3-5 Years
636,Katie Garcia DVM,Marketing,Female,Asian,Europe,98102,2020-07-22,,0,Standard,0,,1.44,1-3 Years
637,Austin Thomas,Marketing,Female,Other,South America,63293,2020-09-14,,0,Standard,0,,1.3,1-3 Years
638,Kathleen Jefferson,Marketing,Male,Black,North America,103935,2016-08-18,,0,Standard,0,,5.37,5+ Years
639,Larry Ramos,Marketing,Male,Black,Asia,63000,2016-05-03,,0,Standard,0,,5.67,5+ Years
640,Morgan Vargas,Marketing,Male,Other,North America,43589,2018-12-15,,0,High,0,,3.05,3-5 Years
641,Valerie Jones,Marketing,Male,Asian,South America,67788,2017-03-18,2021-09-25,1,Standard,0,Better Opportunity,4.53,3-5 Years
642,Melissa Oconnor,Marketing,Female,Asian,South America,86000,2020-07-03,,0,Standard,0,,1.5,1-3 Years
643,Ebony Moore,Marketing,Female,Other,Asia,47211,2019-03-03,,0,Standard,0,,2.83,1-3 Years
644,Gene Baxter,Marketing,Male,Black,Europe,69226,2020-08-20,,0,High,0,,1.36,1-3 Years
645,Laura Perry,Marketing,Male,Other,North America,54660,2016-11-06,,0,High,0,,5.15,5+ Years
646,Ashley Mcdonald,Marketing,Female,Black,South America,54727,2018-01-30,,0,Standard,0,,3.92,3-5 Years
647,Melissa Oliver,Marketing,Female,Asian,Asia,91776,2016-04-15,,0,High,0,,5.72,5+ Years
648,Alyssa Richards,Marketing,Female,Asian,Europe,80538,2018-04-02,,0,Standard,0,,3.75,3-5 Years
649,Ariel Gordon,Marketing,Male,Black,Europe,55040,2021-02-07,,0,Standard,0,,0.9,0-1 Years
650,Dwayne Hamilton,Marketing,Male,Other,South America,62707,2018-06-03,,0,Standard,0,,3.58,3-5 Years
651,William Taylor,Marketing,Female,Black,North America,82144,2016-12-16,,0,Standard,0,,5.04,5+ Years
652,Michelle Davis,Marketing,Male,Other,Asia,62742,2016-12-25,,0,Standard,0,,5.02,5+ Years
653,Katherine Owens,Marketing,Male,Asian,South America,69834,2020-11-01,2021-09-30,1,High,1,Better Opportunity,0.91,0-1 Years
654,James Bailey,Marketing,Female,Asian,South America,110482,2020-07-26,,0,High,0,,1.43,1-3 Years
655,Alexander Johnson,Marketing,Female,Asian,North America,94599,2020-04-18,,0,Standard,0,,1.7,1-3 Years
656,Stephen Hawkins,Marketing,Male,Other,Europe,59638,2016-09-19,,0,Standard,0,,5.28,5+ Years
657,Angela Johnson,Marketing,Female,Other,Europe,72554,2017-06-16,2021-12-27,1,High,1,Better Opportunity,4.53,3-5 Years
658,Ralph Mcintyre,Marketing,Female,Black,Asia,69719,2019-10-21,,0,Standard,0,,2.2,1-3 Years
659,Shelley Ford,Marketing,Female,Black,South America,109734,2018-02-15,,0,Standard,0,,3.88,3-5 Years
660,Scott Lara,Marketing,Female,Black,Asia,108878,2021-01-26,,0,Standard,0,,0.93,0-1 Years
661,Cassandra Smith,Marketing,Male,Other,North America,75007,2020-02-02,,0,Standard,0,,1.91,1-3 Years
662,Anthony Simpson,Marketing,Male,Asian,Europe,109927,2017-02-22,,0,High,0,,4.86,3-5 Years
663,Alicia Harris,Marketing,Male,Other,Europe,84041,2017-10-11,,0,Standard,0,,4.22,3-5 Years
664,Martin Goodman,Marketing,Male,Other,Asia,73445,2020-06-04,,0,Standard,0,,1.58,1-3 Years
665,Sherri Castaneda,Marketing,Male,Other,South America,84078,2019-02-07,,0,Standard,0,,2.9,1-3 Years
666,Justin Parker,Marketing,Male,Asian,South America,66643,2017-12-18,,0,Standard,0,,4.04,3-5 Years
667,David Thomas,Marketing,Male,Asian,Asia,83924,2019-09-16,,0,Standard,0,,2.29,1-3 Years
668,Thomas Johnson,Marketing,Male,Black,Europe,47003,2020-09-01,,0,High,0,,1.33,1-3 Years
669,Renee Johnson,Marketing,Female,Asian,North America,58425,2017-03-16,,0,Standard,0,,4.8,3-5 Years
670,Timothy Wood,Marketing,Male,Asian,North America,116582,2016-06-14,,0,Standard,0,,5.55,5+ Years
671,Jake Lynch,Marketing,Female,Asian,Asia,115123,2017-03-02,2021-10-29,1,Standard,0,Salary,4.66,3-5 Years
672,Rachel Caldwell,Marketing,Female,Other,North America,66871,2021-03-09,,0,Standard,0,,0.81,0-1 Years
673,Jo Gutierrez,Marketing,Male,Other,Europe,42803,2020-07-17,,0,High,0,,1.46,1-3 Years
674,Rachel Hardin,Marketing,Female,Asian,Asia,73959,2017-10-12,,0,Standard,0,,4.22,3-5 Years
675,Alice Mclaughlin,Marketing,Male,Other,North America,52407,2017-07-22,,0,High,0,,4.45,3-5 Years
676,Elizabeth Fields,Marketing,Male,Black,North America,80085,2018-11-29,,0,Standard,0,,3.09,3-5 Years
677,Victoria Weaver,Marketing,Female,Asian,South America,117716,2017-09-07,2021-10-25,1,High,1,Better Opportunity,4.13,3-5 Years
678,Scott Mercado,Marketing,Male,Other,South America,111560,2016-05-27,,0,High,0,,5.6,5+ Years
679,Lauren Johnson,Marketing,Female,Black,Europe,62611,2019-07-01,,0,Standard,0,,2.5,1-3 Years
680,Dr. Stacey Kerr,Marketing,Female,Other,North America,75020,2017-10-04,,0,High,0,,4.24,3-5 Years
681,Roger Frank,Marketing,Male,Other,North America,92962,2017-09-26,,0,Standard,0,,4.27,3-5 Years
682,Amber Graves,Marketing,Female,Black,Asia,91755,2017-01-06,,0,Standard,0,,4.99,3-5 Years
683,Jeffrey Goodwin,Marketing,Female,Other,Europe,81201,2020-07-09,,0,Standard,0,,1.48,1-3 Years
684,Lawrence Park,Marketing,Male,Black,South America,79336,2019-03-18,,0,Standard,0,,2.79,1-3 Years
685,Erin Wolf,Marketing,Female,Black,North America,112054,2020-02-16,,0,Standard,0,,1.87,1-3 Years
686,Stephen Griffin,Marketing,Female,Other,Asia,82365,2016-08-13,,0,Standard,0,,5.39,5+ Years
687,Timothy Callahan,Marketing,Female,Other,South America,100385,2020-03-13,,0,Standard,0,,1.8,1-3 Years
688,Patricia Gomez,Marketing,Female,Asian,South America,67734,2019-01-13,2021-06-09,1,Standard,0,Better Opportunity,2.41,1-3 Years
689,Tracy Bryant,Marketing,Male,Black,Europe,84198,2016-02-29,,0,Standard,0,,5.84,5+ Years
690,Monica Brown,Marketing,Male,Other,South America,81429,2021-02-22,2021-11-05,1,Standard,0,Better Opportunity,0.7,0-1 Years
691,Dustin Hill,Marketing,Male,Other,Asia,68666,2021-03-08,,0,Standard,0,,0.82,0-1 Years
692,Nancy Mahoney,Marketing,Female,Black,Asia,80090,2020-10-03,,0,Standard,0,,1.24,1-3 Years
693,Taylor Gibson,Marketing,Female,Black,Europe,115120,2021-01-24,,0,Standard,0,,0.93,0-1 Years
694,Tammy Evans,Marketing,Female,Asian,South America,63936,2018-05-20,,0,Standard,0,,3.62,3-5 Years
695,Shannon West,Marketing,Male,Other,Europe,51364,2016-02-01,,0,Standard,0,,5.92,5+ Years
696,Paul Reyes,Marketing,Female,Other,Asia,109297,2019-09-07,,0,Standard,0,,2.32,1-3 Years
697,Melissa Chambers,Marketing,Male,Asian,North America,110858,2021-04-11,,0,High,0,,0.72,0-1 Years
698,Ian Stevens,Marketing,Male,Other,Asia,80530,2016-11-28,,0,Standard,0,,5.09,5+ Years
699,Charles Irwin,Marketing,Female,Black,South America,90849,2019-12-08,,0,Standard,0,,2.07,1-3 Years
700,Maurice Beck,Marketing,Female,Asian,Asia,101394,2018-12-13,,0,High,0,,3.05,3-5 Years
701,Luis Jones,Marketing,Male,Other,North America,81981,2016-09-08,,0,High,0,,5.32,5+ Years
702,Julia Beltran,Marketing,Female,Black,Asia,49181,2020-09-23,,0,High,0,,1.27,1-3 Years
703,Andrew Watson,Marketing,Female,Other,Europe,117709,2019-12-28,2021-12-13,1,High,1,Better Opportunity,1.96,1-3 Years
704,Alan Johnson,Marketing,Female,Other,South America,72355,2020-01-28,,0,Standard,0,,1.93,1-3 Years
705,Patricia Romero,Marketing,Male,Asian,North America,40142,2020-01-14,,0,Standard,0,,1.96,1-3 Years
706,Johnny Dixon,Marketing,Male,Other,North America,119049,2018-07-05,,0,Standard,0,,3.49,3-5 Years
707,Richard Dickerson,Marketing,Female,Other,North America,80617,2017-04-27,,0,Standard,0,,4.68,3-5 Years
708,Mr. Richard Mooney Jr.,Marketing,Female,Asian,Europe,74841,2019-04-26,,0,High,0,,2.68,1-3 Years
709,Megan Hester,Marketing,Male,Asian,Europe,52233,2018-08-04,,0,Standard,0,,3.41,3-5 Years
710,Ronnie Cohen,Marketing,Female,Black,South America,109186,2019-12-11,,0,Standard,0,,2.06,1-3 Years
711,Christopher Martin,Marketing,Female,Other,Europe,93478,2019-04-03,2021-09-02,1,High,1,Better Opportunity,2.42,1-3 Years
712,Sara Schmidt,Marketing,Female,Asian,Europe,48794,2020-08-16,,0,Standard,0,,1.38,1-3 Years
713,Brandon Ortiz,Marketing,Female,Black,South America,63978,2020-04-09,,0,Standard,0,,1.73,1-3 Years
714,Andrea Miller DDS,Marketing,Male,Other,North America,99386,2017-02-28,2021-09-17,1,Standard,0,Salary,4.55,3-5 Years
715,Linda Trujillo,Marketing,Female,Asian,Asia,57039,2017-09-23,,0,Standard,0,,4.27,3-5 Years
716,Christine Parker,Marketing,Male,Other,Europe,71582,2018-09-11,,0,Standard,0,,3.31,3-5 Years
717,Kevin Pierce,Marketing,Female,Asian,North America,117780,2020-11-30,,0,High,0,,1.08,1-3 Years
718,Alexander Martinez,Marketing,Male,Black,South America,95969,2020-10-20,,0,Standard,0,,1.2,1-3 Years
719,David White,Marketing,Male,Black,Asia,74299,2019-08-02,,0,High,0,,2.42,1-3 Years
720,John Gutierrez,Marketing,Female,Black,South America,89391,2017-04-25,,0,Standard,0,,4.69,3-5 Years
721,Edward Ramos,Marketing,Male,Black,Asia,103318,2019-12-17,,0,Standard,0,,2.04,1-3 Years
722,Jennifer Wolf,Marketing,Male,Black,North America,79646,2019-01-22,2021-07-26,1,Standard,0,Better Opportunity,2.51,1-3 Years
723,Samantha Reed,Marketing,Male,Black,South America,100815,2017-04-06,,0,Standard,0,,4.74,3-5 Years
724,Traci Lamb,Marketing,Male,Asian,North America,55811,2017-12-07,,0,Standard,0,,4.07,3-5 Years
725,Ms. Leslie Lewis,Marketing,Male,Other,Europe,110414,2016-03-23,,0,Standard,0,,5.78,5+ Years
726,Heather Serrano,Marketing,Male,Asian,North America,101356,2017-05-10,,0,Standard,0,,4.65,3-5 Years
727,Dana Porter,Marketing,Female,Black,Europe,50103,2016-12-19,,0,High,0,,5.04,5+ Years
728,Ashley Reyes,Marketing,Female,Asian,North America,74870,2021-01-14,,0,High,0,,0.96,0-1 Years
729,Patrick Leblanc,Marketing,Male,Black,South America,95243,2017-04-18,,0,Standard,0,,4.71,3-5 Years
